Date,Symbol,Open,High,Low,Close,Volume XRP,Volume BTC
10/7/2018,XRPBTC,7.43E-05,7.45E-05,7.14E-05,7.31E-05,7616810.77,553.42
10/6/2018,XRPBTC,7.84E-05,7.90E-05,7.13E-05,7.43E-05,13703191.64,1021.37
10/5/2018,XRPBTC,8.03E-05,8.04E-05,7.75E-05,7.84E-05,9626876.95,758.63
10/4/2018,XRPBTC,8.13E-05,8.31E-05,7.99E-05,8.03E-05,4848578.12,394.56
10/3/2018,XRPBTC,7.92E-05,8.27E-05,7.79E-05,8.13E-05,13445753.71,1083.77
10/2/2018,XRPBTC,8.74E-05,8.77E-05,7.89E-05,7.92E-05,9768968.28,823.67
10/1/2018,XRPBTC,8.80E-05,9.09E-05,8.10E-05,8.74E-05,23987508.31,2067.56
9/30/2018,XRPBTC,8.63E-05,9.36E-05,8.51E-05,8.80E-05,20695264.01,1851.95
9/29/2018,XRPBTC,8.14E-05,9.09E-05,8.08E-05,8.63E-05,22116048.77,1888.07
9/28/2018,XRPBTC,8.13E-05,8.26E-05,7.79E-05,8.14E-05,20728699.55,1656.92
9/27/2018,XRPBTC,7.91E-05,8.31E-05,7.88E-05,8.13E-05,10547430.5,855.1
9/26/2018,XRPBTC,8.16E-05,8.77E-05,7.59E-05,7.91E-05,45157611.29,3704.81
9/25/2018,XRPBTC,7.48E-05,8.50E-05,6.84E-05,8.16E-05,36780692.37,2747.19
9/24/2018,XRPBTC,8.53E-05,8.67E-05,7.34E-05,7.48E-05,17967276.75,1418.47
9/23/2018,XRPBTC,8.53E-05,8.92E-05,8.26E-05,8.53E-05,10077897.22,864.28
9/22/2018,XRPBTC,8.32E-05,9.30E-05,7.28E-05,8.53E-05,35948966.51,2988.25
9/21/2018,XRPBTC,6.90E-05,0.000117,6.56E-05,8.32E-05,108964290.9,9563.21
9/20/2018,XRPBTC,5.11E-05,7.56E-05,5.04E-05,6.90E-05,35466187.3,2224.64
9/19/2018,XRPBTC,5.04E-05,5.28E-05,4.96E-05,5.11E-05,10290555.12,525.45
9/18/2018,XRPBTC,4.34E-05,5.27E-05,4.32E-05,5.04E-05,22718915.65,1107.05
9/17/2018,XRPBTC,4.33E-05,4.37E-05,4.28E-05,4.34E-05,5520277.76,238.93
9/16/2018,XRPBTC,4.31E-05,4.34E-05,4.26E-05,4.33E-05,3374353.39,145.28
9/15/2018,XRPBTC,4.26E-05,4.34E-05,4.25E-05,4.31E-05,4238012.94,181.96
9/14/2018,XRPBTC,4.30E-05,4.34E-05,4.22E-05,4.26E-05,4819060,206.72
9/13/2018,XRPBTC,4.26E-05,4.38E-05,4.18E-05,4.30E-05,7070688.43,302.96
9/12/2018,XRPBTC,4.18E-05,4.33E-05,4.07E-05,4.26E-05,7158617.04,299.87
9/11/2018,XRPBTC,4.28E-05,4.33E-05,4.07E-05,4.18E-05,6069407.85,252.97
9/10/2018,XRPBTC,4.42E-05,4.46E-05,4.16E-05,4.28E-05,5497635.47,237.92
9/9/2018,XRPBTC,4.47E-05,4.53E-05,4.39E-05,4.42E-05,6256212.99,278.38
9/8/2018,XRPBTC,4.49E-05,4.55E-05,4.38E-05,4.47E-05,6098172.16,272.16
9/7/2018,XRPBTC,4.64E-05,4.67E-05,4.44E-05,4.49E-05,6564735.08,298.67
9/6/2018,XRPBTC,4.16E-05,4.72E-05,4.16E-05,4.64E-05,18288838.46,813.92
9/5/2018,XRPBTC,4.49E-05,4.52E-05,4.09E-05,4.16E-05,19612610.01,836.33
9/4/2018,XRPBTC,4.61E-05,4.64E-05,4.46E-05,4.49E-05,5693597.34,259.34
9/3/2018,XRPBTC,4.69E-05,4.70E-05,4.60E-05,4.61E-05,6106807.54,283.94
9/2/2018,XRPBTC,4.82E-05,4.83E-05,4.64E-05,4.69E-05,6988794.44,329.17
9/1/2018,XRPBTC,4.78E-05,4.90E-05,4.77E-05,4.82E-05,4833093.14,233.48
8/31/2018,XRPBTC,4.80E-05,4.82E-05,4.73E-05,4.78E-05,2417693.63,115.41
8/30/2018,XRPBTC,4.90E-05,4.92E-05,4.73E-05,4.80E-05,2903791.07,139.31
8/29/2018,XRPBTC,4.96E-05,4.99E-05,4.82E-05,4.90E-05,3406569.9,167.31
8/28/2018,XRPBTC,4.92E-05,5.02E-05,4.86E-05,4.96E-05,6474690.27,320.4
8/27/2018,XRPBTC,4.82E-05,5.00E-05,4.82E-05,4.92E-05,6935375.04,340.66
8/26/2018,XRPBTC,4.86E-05,4.88E-05,4.80E-05,4.82E-05,1732964.82,83.76
8/25/2018,XRPBTC,4.89E-05,4.91E-05,4.83E-05,4.86E-05,1286113.61,62.64
8/24/2018,XRPBTC,5.00E-05,5.01E-05,4.82E-05,4.89E-05,3024665.99,149.01
8/23/2018,XRPBTC,5.00E-05,5.06E-05,4.90E-05,5.00E-05,4260065.07,212.4
8/22/2018,XRPBTC,5.17E-05,5.20E-05,4.92E-05,5.00E-05,9112414.93,462.41
8/21/2018,XRPBTC,5.03E-05,5.23E-05,5.01E-05,5.17E-05,5089112.02,260.71
8/20/2018,XRPBTC,5.28E-05,5.39E-05,5.00E-05,5.03E-05,7685335.71,397.67
8/19/2018,XRPBTC,5.15E-05,5.47E-05,5.00E-05,5.28E-05,7989902.77,421.45
8/18/2018,XRPBTC,5.58E-05,5.64E-05,4.96E-05,5.15E-05,12175578.08,638.66
8/17/2018,XRPBTC,4.62E-05,5.71E-05,4.62E-05,5.58E-05,14272715.36,734.43
8/16/2018,XRPBTC,4.46E-05,4.71E-05,4.42E-05,4.62E-05,6092679.71,278.1
8/15/2018,XRPBTC,4.41E-05,4.75E-05,4.41E-05,4.46E-05,12561381.3,569.21
8/14/2018,XRPBTC,4.39E-05,4.44E-05,4.17E-05,4.41E-05,14274855.62,615.82
8/13/2018,XRPBTC,4.68E-05,4.76E-05,4.35E-05,4.39E-05,7586162.38,348.39
8/12/2018,XRPBTC,4.82E-05,4.82E-05,4.82E-05,4.82E-05,0,0
8/11/2018,XRPBTC,5.19E-05,5.20E-05,4.74E-05,4.82E-05,5621836.51,275.48
8/10/2018,XRPBTC,5.26E-05,5.28E-05,5.12E-05,5.19E-05,6449778.46,335.97
8/9/2018,XRPBTC,5.29E-05,5.63E-05,5.23E-05,5.26E-05,6840843.33,368.76
8/8/2018,XRPBTC,5.64E-05,5.65E-05,5.15E-05,5.29E-05,10963257.56,582.12
8/7/2018,XRPBTC,5.95E-05,5.97E-05,5.59E-05,5.64E-05,5895122.17,338.95
8/6/2018,XRPBTC,6.19E-05,6.19E-05,5.86E-05,5.95E-05,3317024.57,200.66
8/5/2018,XRPBTC,6.13E-05,6.24E-05,6.10E-05,6.19E-05,2711023.98,167.12
8/4/2018,XRPBTC,5.94E-05,6.19E-05,5.89E-05,6.13E-05,2919443.97,177.38
8/3/2018,XRPBTC,5.71E-05,6.08E-05,5.71E-05,5.94E-05,3348434.2,198.77
8/2/2018,XRPBTC,5.87E-05,5.88E-05,5.69E-05,5.71E-05,3136064.95,180.93
8/1/2018,XRPBTC,5.63E-05,6.07E-05,5.61E-05,5.87E-05,6229697.24,365.17
7/31/2018,XRPBTC,5.47E-05,5.69E-05,5.38E-05,5.63E-05,3439607.52,189.46
7/30/2018,XRPBTC,5.51E-05,5.59E-05,5.43E-05,5.47E-05,3389513.2,187.05
7/29/2018,XRPBTC,5.56E-05,5.56E-05,5.49E-05,5.51E-05,696190.55,38.45
7/28/2018,XRPBTC,5.56E-05,5.58E-05,5.51E-05,5.56E-05,1974176.62,109.44
7/27/2018,XRPBTC,5.66E-05,5.72E-05,5.55E-05,5.56E-05,2953349.48,165.95
7/26/2018,XRPBTC,5.62E-05,5.70E-05,5.57E-05,5.66E-05,3209410,180.6
7/25/2018,XRPBTC,5.45E-05,5.77E-05,5.44E-05,5.62E-05,4169835.45,232.51
7/24/2018,XRPBTC,5.77E-05,5.79E-05,5.40E-05,5.45E-05,8733975.46,490.23
7/23/2018,XRPBTC,6.06E-05,6.09E-05,5.72E-05,5.77E-05,5636578.64,330.82
7/22/2018,XRPBTC,6.14E-05,6.16E-05,6.06E-05,6.06E-05,1376982.36,84
7/21/2018,XRPBTC,6.06E-05,6.24E-05,6.01E-05,6.14E-05,2769687.07,169.6
7/20/2018,XRPBTC,6.38E-05,6.40E-05,5.84E-05,6.06E-05,16622659.21,1003.78
7/19/2018,XRPBTC,6.64E-05,6.64E-05,6.36E-05,6.38E-05,5541481.89,360.62
7/18/2018,XRPBTC,6.93E-05,7.00E-05,6.52E-05,6.64E-05,13438198.78,911.57
7/17/2018,XRPBTC,7.17E-05,7.17E-05,6.87E-05,6.93E-05,7055079.42,492.93
7/16/2018,XRPBTC,7.04E-05,7.18E-05,6.96E-05,7.17E-05,4589165.26,323.63
7/15/2018,XRPBTC,7.02E-05,7.05E-05,6.98E-05,7.04E-05,1146104.3,80.49
7/14/2018,XRPBTC,7.04E-05,7.07E-05,6.98E-05,7.02E-05,1497278.16,105.02
7/13/2018,XRPBTC,6.98E-05,7.13E-05,6.98E-05,7.04E-05,1981312.26,139.77
7/12/2018,XRPBTC,7.05E-05,7.06E-05,6.97E-05,6.98E-05,2367188.92,166.3
7/11/2018,XRPBTC,7.03E-05,7.06E-05,6.97E-05,7.05E-05,2257717.22,158.61
7/10/2018,XRPBTC,7.09E-05,7.11E-05,6.95E-05,7.03E-05,3677488.75,257.9
7/9/2018,XRPBTC,7.13E-05,7.15E-05,7.04E-05,7.09E-05,3228327.81,229.56
7/8/2018,XRPBTC,7.18E-05,7.23E-05,7.08E-05,7.13E-05,1967937.68,141.22
7/7/2018,XRPBTC,7.22E-05,7.23E-05,7.07E-05,7.18E-05,2477853.22,177.11
7/6/2018,XRPBTC,7.30E-05,7.31E-05,7.12E-05,7.22E-05,4594749.05,330.65
7/5/2018,XRPBTC,7.47E-05,7.53E-05,7.22E-05,7.30E-05,3229475.51,237.62
7/4/2018,XRPBTC,7.46E-05,7.58E-05,7.35E-05,7.47E-05,3813191.63,283.49
7/3/2018,XRPBTC,7.40E-05,7.80E-05,7.38E-05,7.46E-05,4172611.07,315.55
7/2/2018,XRPBTC,7.26E-05,7.46E-05,7.16E-05,7.40E-05,5384104.54,392.83
7/1/2018,XRPBTC,7.33E-05,7.33E-05,7.15E-05,7.26E-05,1823460.35,131.74
6/30/2018,XRPBTC,7.31E-05,7.54E-05,7.22E-05,7.33E-05,3461616.33,255.08
6/29/2018,XRPBTC,7.62E-05,7.63E-05,7.24E-05,7.31E-05,10104523.37,745.18
6/28/2018,XRPBTC,7.68E-05,7.68E-05,7.49E-05,7.62E-05,3832522.36,289.77
6/27/2018,XRPBTC,7.45E-05,7.69E-05,7.42E-05,7.68E-05,4195064.95,317.99
6/26/2018,XRPBTC,7.69E-05,7.75E-05,7.45E-05,7.45E-05,3541893.52,270.48
6/25/2018,XRPBTC,7.72E-05,7.87E-05,7.60E-05,7.69E-05,4167243.83,322.73
6/24/2018,XRPBTC,7.96E-05,8.00E-05,7.60E-05,7.72E-05,7674731.98,594.89
6/23/2018,XRPBTC,7.97E-05,8.04E-05,7.86E-05,7.96E-05,2315564.76,183.55
6/22/2018,XRPBTC,7.95E-05,8.09E-05,7.85E-05,7.97E-05,7862670.07,625.81
6/21/2018,XRPBTC,7.99E-05,8.09E-05,7.91E-05,7.95E-05,2280646.23,182.47
6/20/2018,XRPBTC,8.15E-05,8.17E-05,7.96E-05,7.99E-05,4317421.64,346.85
6/19/2018,XRPBTC,8.03E-05,8.22E-05,8.01E-05,8.15E-05,3680049.73,297.87
6/18/2018,XRPBTC,8.16E-05,8.16E-05,7.91E-05,8.03E-05,6310817.78,506.62
6/17/2018,XRPBTC,8.21E-05,8.23E-05,8.06E-05,8.16E-05,1968371.38,160.52
6/16/2018,XRPBTC,8.35E-05,8.36E-05,8.15E-05,8.21E-05,2033980.66,167.24
6/15/2018,XRPBTC,8.40E-05,8.44E-05,8.25E-05,8.35E-05,3922923.2,327.49
6/14/2018,XRPBTC,8.43E-05,8.53E-05,8.25E-05,8.40E-05,5376579.78,452.01
6/13/2018,XRPBTC,8.50E-05,8.53E-05,8.15E-05,8.43E-05,5603497.61,464.42
6/12/2018,XRPBTC,8.71E-05,8.71E-05,8.37E-05,8.50E-05,5370834.36,457.98
6/11/2018,XRPBTC,8.60E-05,8.72E-05,8.42E-05,8.71E-05,5202749.65,445.89
6/10/2018,XRPBTC,8.79E-05,8.82E-05,8.25E-05,8.60E-05,12632089.74,1083.38
6/9/2018,XRPBTC,8.85E-05,8.86E-05,8.73E-05,8.79E-05,1862066.79,163.36
6/8/2018,XRPBTC,8.81E-05,8.86E-05,8.71E-05,8.85E-05,2356166.23,206.79
6/7/2018,XRPBTC,8.79E-05,8.91E-05,8.75E-05,8.81E-05,2598350.41,229.48
6/6/2018,XRPBTC,8.85E-05,8.89E-05,8.74E-05,8.79E-05,3534649.31,311.02
6/5/2018,XRPBTC,8.76E-05,8.96E-05,8.57E-05,8.85E-05,4014761.52,353.73
6/4/2018,XRPBTC,8.94E-05,9.11E-05,8.53E-05,8.76E-05,8808502.37,773.24
6/3/2018,XRPBTC,8.41E-05,8.94E-05,8.39E-05,8.94E-05,3369156.35,288.6
6/2/2018,XRPBTC,8.28E-05,8.49E-05,8.22E-05,8.41E-05,4749272.29,397.95
6/1/2018,XRPBTC,8.17E-05,8.29E-05,8.09E-05,8.28E-05,3436001.62,281.38
5/31/2018,XRPBTC,8.15E-05,8.20E-05,8.04E-05,8.17E-05,4406445.81,357.87
5/30/2018,XRPBTC,8.03E-05,8.30E-05,7.99E-05,8.15E-05,4888026.65,397.44
5/29/2018,XRPBTC,7.72E-05,8.14E-05,7.70E-05,8.03E-05,8276223.39,656.03
5/28/2018,XRPBTC,8.23E-05,8.27E-05,7.70E-05,7.72E-05,5684861.03,454.81
5/27/2018,XRPBTC,8.31E-05,8.33E-05,8.21E-05,8.23E-05,3297448.05,272.41
5/26/2018,XRPBTC,8.12E-05,8.31E-05,8.05E-05,8.31E-05,3709428.52,304.43
5/25/2018,XRPBTC,8.30E-05,8.34E-05,8.02E-05,8.12E-05,5910563.14,484.69
5/24/2018,XRPBTC,7.88E-05,8.39E-05,7.87E-05,8.30E-05,8535429.82,691.46
5/23/2018,XRPBTC,7.99E-05,8.07E-05,7.65E-05,7.88E-05,9012296.03,709.48
5/22/2018,XRPBTC,8.05E-05,8.14E-05,7.97E-05,7.99E-05,3684024.32,297.33
5/21/2018,XRPBTC,8.19E-05,8.24E-05,8.00E-05,8.05E-05,3994083.03,323.39
5/20/2018,XRPBTC,8.20E-05,8.32E-05,8.12E-05,8.19E-05,4964729.67,406.91
5/19/2018,XRPBTC,8.22E-05,8.28E-05,8.10E-05,8.20E-05,2791530.4,227.88
5/18/2018,XRPBTC,8.18E-05,8.32E-05,8.08E-05,8.22E-05,3485797.28,286.53
5/17/2018,XRPBTC,8.48E-05,8.48E-05,8.10E-05,8.18E-05,3795558.08,314.72
5/16/2018,XRPBTC,8.16E-05,8.49E-05,8.07E-05,8.48E-05,5922443.2,487.27
5/15/2018,XRPBTC,8.40E-05,8.52E-05,8.02E-05,8.16E-05,10248193.87,846.86
5/14/2018,XRPBTC,8.39E-05,8.57E-05,8.24E-05,8.40E-05,6841679.96,575.09
5/13/2018,XRPBTC,8.08E-05,8.57E-05,7.96E-05,8.39E-05,5896022.85,487.96
5/12/2018,XRPBTC,8.06E-05,8.20E-05,7.66E-05,8.08E-05,11311086.88,908.26
5/11/2018,XRPBTC,8.30E-05,8.39E-05,7.32E-05,8.06E-05,34156024.6,2720.12
5/10/2018,XRPBTC,8.54E-05,8.61E-05,8.27E-05,8.30E-05,4295216.65,364.5
5/9/2018,XRPBTC,8.79E-05,8.79E-05,8.38E-05,8.54E-05,17293062.32,1468.28
5/8/2018,XRPBTC,8.82E-05,8.96E-05,8.71E-05,8.79E-05,5384287.26,473.68
5/7/2018,XRPBTC,8.94E-05,8.95E-05,8.65E-05,8.82E-05,10958691.67,959.58
5/6/2018,XRPBTC,9.16E-05,9.25E-05,8.86E-05,8.94E-05,8358852.81,753.63
5/5/2018,XRPBTC,9.17E-05,9.39E-05,9.07E-05,9.16E-05,6580006.09,604.28
5/4/2018,XRPBTC,9.04E-05,9.50E-05,8.89E-05,9.17E-05,12427901.24,1147.28
5/3/2018,XRPBTC,9.31E-05,9.43E-05,8.94E-05,9.04E-05,9713302.98,895.06
5/2/2018,XRPBTC,9.21E-05,9.42E-05,9.17E-05,9.31E-05,9468884.51,882.42
5/1/2018,XRPBTC,9.01E-05,9.27E-05,8.77E-05,9.21E-05,9386766.82,851.2
4/30/2018,XRPBTC,9.24E-05,9.30E-05,8.88E-05,9.01E-05,5895924.74,535.34
4/29/2018,XRPBTC,9.24E-05,9.60E-05,8.98E-05,9.24E-05,9181127.69,851.77
4/28/2018,XRPBTC,9.04E-05,9.45E-05,8.98E-05,9.24E-05,7134012.19,655.69
4/27/2018,XRPBTC,9.14E-05,9.21E-05,9.02E-05,9.04E-05,7378265.64,671.22
4/26/2018,XRPBTC,8.96E-05,9.30E-05,8.77E-05,9.14E-05,10454209.22,946.47
4/25/2018,XRPBTC,9.55E-05,9.61E-05,8.60E-05,8.96E-05,18644524.09,1679.38
4/24/2018,XRPBTC,9.77E-05,0.0001022,9.50E-05,9.55E-05,19181431.87,1898.67
4/23/2018,XRPBTC,9.80E-05,9.93E-05,9.55E-05,9.77E-05,8980313.7,876.56
4/22/2018,XRPBTC,9.69E-05,0.0001015,9.52E-05,9.80E-05,6784075.91,672.48
4/21/2018,XRPBTC,0.0001043,0.0001043,9.38E-05,9.69E-05,13030590.36,1283.89
4/20/2018,XRPBTC,9.48E-05,0.00011,9.44E-05,0.0001043,25698253.62,2623.4
4/19/2018,XRPBTC,8.74E-05,9.50E-05,8.62E-05,9.48E-05,9762081.37,873.99
4/18/2018,XRPBTC,8.30E-05,8.90E-05,8.29E-05,8.74E-05,7213554.49,616.22
4/17/2018,XRPBTC,8.23E-05,8.38E-05,8.17E-05,8.30E-05,4578866.47,380.19
4/16/2018,XRPBTC,8.30E-05,8.30E-05,8.05E-05,8.23E-05,4928514.21,402.99
4/15/2018,XRPBTC,8.00E-05,8.32E-05,7.98E-05,8.30E-05,4971775.25,406.55
4/14/2018,XRPBTC,8.16E-05,8.25E-05,7.86E-05,8.00E-05,6249807.62,502.14
4/13/2018,XRPBTC,8.12E-05,8.70E-05,7.83E-05,8.16E-05,15940753.03,1306.36
4/12/2018,XRPBTC,7.77E-05,8.46E-05,7.11E-05,8.12E-05,20310516.08,1545.74
4/11/2018,XRPBTC,7.18E-05,7.98E-05,7.10E-05,7.77E-05,10964225.8,804.43
4/10/2018,XRPBTC,7.18E-05,7.20E-05,7.09E-05,7.18E-05,2959349.67,211.83
4/9/2018,XRPBTC,7.09E-05,7.22E-05,7.05E-05,7.18E-05,5282317.7,376.2
4/8/2018,XRPBTC,7.02E-05,7.12E-05,6.99E-05,7.09E-05,3511232.39,247.64
4/7/2018,XRPBTC,7.14E-05,7.19E-05,7.00E-05,7.02E-05,3380333.61,238.79
4/6/2018,XRPBTC,7.22E-05,7.25E-05,7.03E-05,7.14E-05,3804536.48,270.85
4/5/2018,XRPBTC,7.22E-05,7.28E-05,7.08E-05,7.22E-05,7547312.7,542.05
4/4/2018,XRPBTC,7.38E-05,7.44E-05,7.09E-05,7.22E-05,6685881.64,483.86
4/3/2018,XRPBTC,7.01E-05,7.47E-05,6.91E-05,7.38E-05,11349883.26,813.43
4/2/2018,XRPBTC,7.02E-05,7.12E-05,6.90E-05,7.01E-05,4288435.37,298.79
4/1/2018,XRPBTC,7.22E-05,7.23E-05,7.02E-05,7.02E-05,4462487.03,317.99
3/31/2018,XRPBTC,7.30E-05,7.38E-05,7.14E-05,7.22E-05,3978776.2,287.53
3/30/2018,XRPBTC,7.09E-05,7.31E-05,7.01E-05,7.30E-05,6763518.6,484.92
3/29/2018,XRPBTC,7.22E-05,7.28E-05,7.04E-05,7.09E-05,9313189.1,668.25
3/28/2018,XRPBTC,7.31E-05,7.33E-05,7.19E-05,7.22E-05,3834298.81,277.63
3/27/2018,XRPBTC,7.23E-05,7.40E-05,7.17E-05,7.31E-05,3595692.87,261.16
3/26/2018,XRPBTC,7.51E-05,7.54E-05,7.22E-05,7.23E-05,9512979.17,701.65
3/25/2018,XRPBTC,7.37E-05,7.61E-05,7.30E-05,7.51E-05,1886471.03,140.42
3/24/2018,XRPBTC,7.18E-05,7.61E-05,7.17E-05,7.37E-05,2946304.47,216.89
3/23/2018,XRPBTC,7.48E-05,7.51E-05,7.17E-05,7.18E-05,3848873.22,282.19
3/22/2018,XRPBTC,7.64E-05,7.64E-05,7.33E-05,7.48E-05,5132412.22,382.03
3/21/2018,XRPBTC,7.85E-05,7.87E-05,7.51E-05,7.64E-05,9053399.3,697.25
3/20/2018,XRPBTC,8.37E-05,8.38E-05,7.80E-05,7.85E-05,22782191.98,1832.57
3/19/2018,XRPBTC,7.93E-05,8.42E-05,7.71E-05,8.37E-05,11110456.87,889.17
3/18/2018,XRPBTC,7.99E-05,8.25E-05,7.30E-05,7.93E-05,12776390.7,989.83
3/17/2018,XRPBTC,8.20E-05,8.28E-05,7.90E-05,7.99E-05,4830366.18,389.04
3/16/2018,XRPBTC,8.27E-05,8.70E-05,8.10E-05,8.20E-05,7775566.87,649.31
3/15/2018,XRPBTC,8.36E-05,8.76E-05,8.06E-05,8.27E-05,10668023.59,886.46
3/14/2018,XRPBTC,8.51E-05,8.62E-05,8.22E-05,8.36E-05,5119454.12,431.15
3/13/2018,XRPBTC,8.57E-05,8.61E-05,8.39E-05,8.51E-05,4220398.5,357.96
3/12/2018,XRPBTC,8.58E-05,8.71E-05,8.32E-05,8.57E-05,5597919.01,476.99
3/11/2018,XRPBTC,8.83E-05,9.00E-05,8.50E-05,8.58E-05,6590098.31,577.34
3/10/2018,XRPBTC,8.92E-05,8.95E-05,8.67E-05,8.83E-05,2999268.73,263.53
3/9/2018,XRPBTC,8.65E-05,9.21E-05,8.57E-05,8.92E-05,8334805.28,736.05
3/8/2018,XRPBTC,8.60E-05,8.80E-05,8.51E-05,8.65E-05,4760401.29,412.63
3/7/2018,XRPBTC,8.40E-05,8.71E-05,8.25E-05,8.60E-05,11236570.06,951.21
3/6/2018,XRPBTC,8.24E-05,8.80E-05,8.22E-05,8.40E-05,16434111.99,1389.74
3/5/2018,XRPBTC,8.72E-05,9.43E-05,8.11E-05,8.24E-05,24893194.68,2207.37
3/4/2018,XRPBTC,7.83E-05,9.04E-05,7.82E-05,8.72E-05,13048433.04,1098.67
3/3/2018,XRPBTC,8.13E-05,8.25E-05,7.80E-05,7.83E-05,5770327.08,459.17
3/2/2018,XRPBTC,8.36E-05,8.36E-05,8.10E-05,8.13E-05,7429114.97,608.48
3/1/2018,XRPBTC,8.57E-05,8.89E-05,8.30E-05,8.36E-05,10773347.83,920.73
2/28/2018,XRPBTC,8.76E-05,8.79E-05,8.43E-05,8.57E-05,7868870.5,674.25
2/27/2018,XRPBTC,9.01E-05,9.07E-05,8.68E-05,8.76E-05,8567858.86,756.3
2/26/2018,XRPBTC,9.41E-05,9.42E-05,8.90E-05,9.01E-05,7606053.61,698.26
2/25/2018,XRPBTC,9.30E-05,9.50E-05,9.24E-05,9.41E-05,4267706.28,399.97
2/24/2018,XRPBTC,9.26E-05,9.38E-05,9.07E-05,9.30E-05,6154444.27,567.91
2/23/2018,XRPBTC,9.04E-05,9.53E-05,8.88E-05,9.26E-05,12118712.35,1122.65
2/22/2018,XRPBTC,9.08E-05,9.23E-05,8.77E-05,9.04E-05,13122504.93,1183.48
2/21/2018,XRPBTC,9.16E-05,9.35E-05,8.95E-05,9.08E-05,10029913.89,918.1
2/20/2018,XRPBTC,9.93E-05,9.93E-05,8.93E-05,9.16E-05,7411640.69,698.05
2/19/2018,XRPBTC,0.000103,0.0001043,9.90E-05,9.93E-05,4552122.61,463.45
2/18/2018,XRPBTC,0.0001063,0.0001065,0.0001019,0.000103,9232800.17,955.54
2/17/2018,XRPBTC,0.0001093,0.0001115,0.0001029,0.0001063,9104997.3,976.85
2/16/2018,XRPBTC,0.0001105,0.0001115,0.0001075,0.0001093,5660486.59,619.9
2/15/2018,XRPBTC,0.0001191,0.0001197,0.0001092,0.0001105,13721454.08,1549.79
2/14/2018,XRPBTC,0.0001157,0.0001247,0.000112,0.0001191,18995600.49,2228.67
2/13/2018,XRPBTC,0.0001168,0.0001186,0.0001143,0.0001157,6434575.68,747.65
2/12/2018,XRPBTC,0.0001191,0.0001223,0.0001165,0.0001168,8496413.79,1016.17
2/11/2018,XRPBTC,0.00012,0.0001244,0.0001121,0.0001191,11427057.75,1345.45
2/10/2018,XRPBTC,0.000106,0.000136,0.0001051,0.00012,41354997.9,5036.82
2/9/2018,XRPBTC,9.47E-05,0.0001094,9.38E-05,0.000106,17186785.48,1740.65
2/8/2018,XRPBTC,9.42E-05,9.56E-05,8.86E-05,9.47E-05,10887429.79,994.76
2/7/2018,XRPBTC,9.89E-05,9.92E-05,9.31E-05,9.42E-05,16166519.61,1550
2/6/2018,XRPBTC,9.83E-05,0.0001013,9.54E-05,9.89E-05,25822255.11,2537.32
2/5/2018,XRPBTC,9.95E-05,0.0001016,9.54E-05,9.83E-05,16993313.01,1667.38
2/4/2018,XRPBTC,0.0001039,0.0001043,9.85E-05,9.95E-05,9217774.77,930.93
2/3/2018,XRPBTC,0.0001012,0.0001079,9.48E-05,0.0001039,15199678.44,1547.66
2/2/2018,XRPBTC,0.0001039,0.0001069,8.43E-05,0.0001012,44559630.75,4334.6
2/1/2018,XRPBTC,0.0001111,0.0001118,0.0001018,0.0001039,14404098.42,1537.8
1/31/2018,XRPBTC,0.0001096,0.0001127,0.000105,0.0001111,8580217.12,936.29
1/30/2018,XRPBTC,0.0001129,0.0001145,0.0001088,0.0001096,9513250.2,1060.92
1/29/2018,XRPBTC,0.0001158,0.0001158,0.000112,0.0001129,6550857.45,742.59
1/28/2018,XRPBTC,0.0001063,0.0001181,0.000105,0.0001158,7678050.12,840.53
1/27/2018,XRPBTC,0.000109,0.0001095,0.0001056,0.0001063,6052531.28,650.48
1/26/2018,XRPBTC,0.0001165,0.0001165,0.0001072,0.000109,13316670.9,1476.86
1/25/2018,XRPBTC,0.0001185,0.0001195,0.000116,0.0001165,4879270.09,573.38
1/24/2018,XRPBTC,0.0001234,0.0001258,0.0001176,0.0001185,7108518,866.98
1/23/2018,XRPBTC,0.000124,0.0001279,0.0001181,0.0001234,13459782.8,1656.56
1/22/2018,XRPBTC,0.0001182,0.0001248,0.0001108,0.000124,16112806.14,1867.52
1/21/2018,XRPBTC,0.0001228,0.0001235,0.000113,0.0001182,12904452.36,1537.17
1/20/2018,XRPBTC,0.0001333,0.0001341,0.00012,0.0001228,12671055.99,1578.45
1/19/2018,XRPBTC,0.00014,0.0001468,0.000131,0.0001333,12297392.87,1698.47
1/18/2018,XRPBTC,0.0001169,0.0001453,0.0001119,0.00014,34328191.83,4493.97
1/17/2018,XRPBTC,0.0001027,0.0001246,9.45E-05,0.0001169,55379455.53,5806.52
1/16/2018,XRPBTC,0.000122,0.0001287,8.13E-05,0.0001027,59770816.66,6483.72
1/15/2018,XRPBTC,0.0001344,0.000137,0.0001201,0.000122,10804967.06,1395.33
1/14/2018,XRPBTC,0.0001398,0.0001401,0.0001324,0.0001344,9693232.85,1318.21
1/13/2018,XRPBTC,0.000146,0.0001483,0.0001368,0.0001398,9600841.9,1361.54
1/12/2018,XRPBTC,0.000145,0.0001582,0.0001401,0.000146,23252608.75,3398.41
1/11/2018,XRPBTC,0.0001306,0.000165,0.0001187,0.000145,51434860.84,7212.14
1/10/2018,XRPBTC,0.0001426,0.0001494,0.0001196,0.0001306,43150453.37,5759.05
